,gt_value,date,region,date_obtained,term_topic
326,0.0,2006-09-01,CH-AG,2021-03-31.xlsx,meth
327,0.0,2006-10-01,CH-AG,2021-03-31.xlsx,meth
328,0.0,2006-11-01,CH-AG,2021-03-31.xlsx,meth
329,0.0,2006-12-01,CH-AG,2021-03-31.xlsx,meth
330,0.0,2007-01-01,CH-AG,2021-03-31.xlsx,meth
331,0.0,2007-02-01,CH-AG,2021-03-31.xlsx,meth
332,0.0,2007-03-01,CH-AG,2021-03-31.xlsx,meth
333,0.0,2007-04-01,CH-AG,2021-03-31.xlsx,meth
334,0.0,2007-05-01,CH-AG,2021-03-31.xlsx,meth
335,0.0,2007-06-01,CH-AG,2021-03-31.xlsx,meth
336,0.0,2007-07-01,CH-AG,2021-03-31.xlsx,meth
337,0.0,2007-08-01,CH-AG,2021-03-31.xlsx,meth
338,0.0,2007-09-01,CH-AG,2021-03-31.xlsx,meth
339,0.0,2007-10-01,CH-AG,2021-03-31.xlsx,meth
340,0.0,2007-11-01,CH-AG,2021-03-31.xlsx,meth
341,0.0,2007-12-01,CH-AG,2021-03-31.xlsx,meth
342,0.0,2008-01-01,CH-AG,2021-03-31.xlsx,meth
343,0.0,2008-02-01,CH-AG,2021-03-31.xlsx,meth
344,0.0,2008-03-01,CH-AG,2021-03-31.xlsx,meth
345,0.0,2008-04-01,CH-AG,2021-03-31.xlsx,meth
346,0.0,2008-05-01,CH-AG,2021-03-31.xlsx,meth
347,0.0,2008-06-01,CH-AG,2021-03-31.xlsx,meth
348,0.0,2008-07-01,CH-AG,2021-03-31.xlsx,meth
349,0.0,2008-08-01,CH-AG,2021-03-31.xlsx,meth
350,0.0,2008-09-01,CH-AG,2021-03-31.xlsx,meth
351,0.0,2008-10-01,CH-AG,2021-03-31.xlsx,meth
352,0.0,2008-11-01,CH-AG,2021-03-31.xlsx,meth
353,0.0,2008-12-01,CH-AG,2021-03-31.xlsx,meth
354,0.0,2009-01-01,CH-AG,2021-03-31.xlsx,meth
355,0.0,2009-02-01,CH-AG,2021-03-31.xlsx,meth
356,0.0,2009-03-01,CH-AG,2021-03-31.xlsx,meth
357,0.0,2009-04-01,CH-AG,2021-03-31.xlsx,meth
358,0.0,2009-05-01,CH-AG,2021-03-31.xlsx,meth
359,0.0,2009-06-01,CH-AG,2021-03-31.xlsx,meth
360,0.0,2009-07-01,CH-AG,2021-03-31.xlsx,meth
361,0.0,2009-08-01,CH-AG,2021-03-31.xlsx,meth
362,0.0,2009-09-01,CH-AG,2021-03-31.xlsx,meth
363,0.0,2009-10-01,CH-AG,2021-03-31.xlsx,meth
364,0.0,2009-11-01,CH-AG,2021-03-31.xlsx,meth
365,0.0,2009-12-01,CH-AG,2021-03-31.xlsx,meth
366,0.0,2010-01-01,CH-AG,2021-03-31.xlsx,meth
367,0.0,2010-02-01,CH-AG,2021-03-31.xlsx,meth
368,0.0,2010-03-01,CH-AG,2021-03-31.xlsx,meth
369,0.0,2010-04-01,CH-AG,2021-03-31.xlsx,meth
370,0.0,2010-05-01,CH-AG,2021-03-31.xlsx,meth
371,0.0,2010-06-01,CH-AG,2021-03-31.xlsx,meth
372,0.0,2010-07-01,CH-AG,2021-03-31.xlsx,meth
373,0.0,2010-08-01,CH-AG,2021-03-31.xlsx,meth
374,0.0,2010-09-01,CH-AG,2021-03-31.xlsx,meth
375,0.0,2010-10-01,CH-AG,2021-03-31.xlsx,meth
376,0.0,2010-11-01,CH-AG,2021-03-31.xlsx,meth
377,0.0,2010-12-01,CH-AG,2021-03-31.xlsx,meth
378,0.0,2011-01-01,CH-AG,2021-03-31.xlsx,meth
379,0.0,2011-02-01,CH-AG,2021-03-31.xlsx,meth
380,25.0,2011-03-01,CH-AG,2021-03-31.xlsx,meth
381,0.0,2011-04-01,CH-AG,2021-03-31.xlsx,meth
382,30.0,2011-05-01,CH-AG,2021-03-31.xlsx,meth
383,0.0,2011-06-01,CH-AG,2021-03-31.xlsx,meth
384,43.0,2011-07-01,CH-AG,2021-03-31.xlsx,meth
385,0.0,2011-08-01,CH-AG,2021-03-31.xlsx,meth
386,26.0,2011-09-01,CH-AG,2021-03-31.xlsx,meth
387,0.0,2011-10-01,CH-AG,2021-03-31.xlsx,meth
388,0.0,2011-11-01,CH-AG,2021-03-31.xlsx,meth
389,0.0,2011-12-01,CH-AG,2021-03-31.xlsx,meth
390,0.0,2012-01-01,CH-AG,2021-03-31.xlsx,meth
391,0.0,2012-02-01,CH-AG,2021-03-31.xlsx,meth
392,33.0,2012-03-01,CH-AG,2021-03-31.xlsx,meth
393,32.0,2012-04-01,CH-AG,2021-03-31.xlsx,meth
394,0.0,2012-05-01,CH-AG,2021-03-31.xlsx,meth
395,0.0,2012-06-01,CH-AG,2021-03-31.xlsx,meth
396,0.0,2012-07-01,CH-AG,2021-03-31.xlsx,meth
397,32.0,2012-08-01,CH-AG,2021-03-31.xlsx,meth
398,0.0,2012-09-01,CH-AG,2021-03-31.xlsx,meth
399,0.0,2012-10-01,CH-AG,2021-03-31.xlsx,meth
400,0.0,2012-11-01,CH-AG,2021-03-31.xlsx,meth
401,0.0,2012-12-01,CH-AG,2021-03-31.xlsx,meth
402,0.0,2013-01-01,CH-AG,2021-03-31.xlsx,meth
403,0.0,2013-02-01,CH-AG,2021-03-31.xlsx,meth
404,0.0,2013-03-01,CH-AG,2021-03-31.xlsx,meth
405,24.0,2013-04-01,CH-AG,2021-03-31.xlsx,meth
406,0.0,2013-05-01,CH-AG,2021-03-31.xlsx,meth
407,26.0,2013-06-01,CH-AG,2021-03-31.xlsx,meth
408,0.0,2013-07-01,CH-AG,2021-03-31.xlsx,meth
409,0.0,2013-08-01,CH-AG,2021-03-31.xlsx,meth
410,0.0,2013-09-01,CH-AG,2021-03-31.xlsx,meth
411,100.0,2013-10-01,CH-AG,2021-03-31.xlsx,meth
412,24.0,2013-11-01,CH-AG,2021-03-31.xlsx,meth
413,49.0,2013-12-01,CH-AG,2021-03-31.xlsx,meth
414,45.0,2014-01-01,CH-AG,2021-03-31.xlsx,meth
415,0.0,2014-02-01,CH-AG,2021-03-31.xlsx,meth
416,45.0,2014-03-01,CH-AG,2021-03-31.xlsx,meth
417,23.0,2014-04-01,CH-AG,2021-03-31.xlsx,meth
418,70.0,2014-05-01,CH-AG,2021-03-31.xlsx,meth
419,28.0,2014-06-01,CH-AG,2021-03-31.xlsx,meth
420,0.0,2014-07-01,CH-AG,2021-03-31.xlsx,meth
421,0.0,2014-08-01,CH-AG,2021-03-31.xlsx,meth
422,55.0,2014-09-01,CH-AG,2021-03-31.xlsx,meth
423,26.0,2014-10-01,CH-AG,2021-03-31.xlsx,meth
424,52.0,2014-11-01,CH-AG,2021-03-31.xlsx,meth
425,28.0,2014-12-01,CH-AG,2021-03-31.xlsx,meth
426,24.0,2015-01-01,CH-AG,2021-03-31.xlsx,meth
427,0.0,2015-02-01,CH-AG,2021-03-31.xlsx,meth
428,0.0,2015-03-01,CH-AG,2021-03-31.xlsx,meth
429,0.0,2015-04-01,CH-AG,2021-03-31.xlsx,meth
430,0.0,2015-05-01,CH-AG,2021-03-31.xlsx,meth
431,28.0,2015-06-01,CH-AG,2021-03-31.xlsx,meth
432,31.0,2015-07-01,CH-AG,2021-03-31.xlsx,meth
433,0.0,2015-08-01,CH-AG,2021-03-31.xlsx,meth
434,0.0,2015-09-01,CH-AG,2021-03-31.xlsx,meth
435,57.0,2015-10-01,CH-AG,2021-03-31.xlsx,meth
436,28.0,2015-11-01,CH-AG,2021-03-31.xlsx,meth
437,0.0,2015-12-01,CH-AG,2021-03-31.xlsx,meth
438,0.0,2016-01-01,CH-AG,2021-03-31.xlsx,meth
439,24.0,2016-02-01,CH-AG,2021-03-31.xlsx,meth
440,0.0,2004-01-01,CH-AG,2021-03-30.xlsx,meth
441,0.0,2004-02-01,CH-AG,2021-03-30.xlsx,meth
442,0.0,2004-03-01,CH-AG,2021-03-30.xlsx,meth
443,0.0,2004-04-01,CH-AG,2021-03-30.xlsx,meth
444,0.0,2004-05-01,CH-AG,2021-03-30.xlsx,meth
445,0.0,2004-06-01,CH-AG,2021-03-30.xlsx,meth
446,0.0,2004-07-01,CH-AG,2021-03-30.xlsx,meth
447,0.0,2004-08-01,CH-AG,2021-03-30.xlsx,meth
448,0.0,2004-09-01,CH-AG,2021-03-30.xlsx,meth
449,0.0,2004-10-01,CH-AG,2021-03-30.xlsx,meth
450,0.0,2004-11-01,CH-AG,2021-03-30.xlsx,meth
451,0.0,2004-12-01,CH-AG,2021-03-30.xlsx,meth
452,0.0,2005-01-01,CH-AG,2021-03-30.xlsx,meth
453,0.0,2005-02-01,CH-AG,2021-03-30.xlsx,meth
454,0.0,2005-03-01,CH-AG,2021-03-30.xlsx,meth
455,0.0,2005-04-01,CH-AG,2021-03-30.xlsx,meth
456,0.0,2005-05-01,CH-AG,2021-03-30.xlsx,meth
457,0.0,2005-06-01,CH-AG,2021-03-30.xlsx,meth
458,0.0,2005-07-01,CH-AG,2021-03-30.xlsx,meth
459,0.0,2005-08-01,CH-AG,2021-03-30.xlsx,meth
460,0.0,2005-09-01,CH-AG,2021-03-30.xlsx,meth
461,0.0,2005-10-01,CH-AG,2021-03-30.xlsx,meth
462,0.0,2005-11-01,CH-AG,2021-03-30.xlsx,meth
463,0.0,2005-12-01,CH-AG,2021-03-30.xlsx,meth
464,0.0,2006-01-01,CH-AG,2021-03-30.xlsx,meth
465,0.0,2006-02-01,CH-AG,2021-03-30.xlsx,meth
466,0.0,2006-03-01,CH-AG,2021-03-30.xlsx,meth
467,0.0,2006-04-01,CH-AG,2021-03-30.xlsx,meth
468,0.0,2006-05-01,CH-AG,2021-03-30.xlsx,meth
469,0.0,2006-06-01,CH-AG,2021-03-30.xlsx,meth
470,0.0,2006-07-01,CH-AG,2021-03-30.xlsx,meth
471,0.0,2006-08-01,CH-AG,2021-03-30.xlsx,meth
472,0.0,2006-09-01,CH-AG,2021-03-30.xlsx,meth
473,0.0,2006-10-01,CH-AG,2021-03-30.xlsx,meth
474,0.0,2006-11-01,CH-AG,2021-03-30.xlsx,meth
475,0.0,2006-12-01,CH-AG,2021-03-30.xlsx,meth
476,0.0,2007-01-01,CH-AG,2021-03-30.xlsx,meth
477,0.0,2007-02-01,CH-AG,2021-03-30.xlsx,meth
478,0.0,2007-03-01,CH-AG,2021-03-30.xlsx,meth
479,0.0,2007-04-01,CH-AG,2021-03-30.xlsx,meth
480,0.0,2007-05-01,CH-AG,2021-03-30.xlsx,meth
481,0.0,2007-06-01,CH-AG,2021-03-30.xlsx,meth
482,0.0,2007-07-01,CH-AG,2021-03-30.xlsx,meth
483,0.0,2007-08-01,CH-AG,2021-03-30.xlsx,meth
484,0.0,2007-09-01,CH-AG,2021-03-30.xlsx,meth
485,0.0,2007-10-01,CH-AG,2021-03-30.xlsx,meth
486,0.0,2007-11-01,CH-AG,2021-03-30.xlsx,meth
487,0.0,2007-12-01,CH-AG,2021-03-30.xlsx,meth
488,0.0,2008-01-01,CH-AG,2021-03-30.xlsx,meth
489,0.0,2008-02-01,CH-AG,2021-03-30.xlsx,meth
490,0.0,2008-03-01,CH-AG,2021-03-30.xlsx,meth
491,0.0,2008-04-01,CH-AG,2021-03-30.xlsx,meth
492,0.0,2008-05-01,CH-AG,2021-03-30.xlsx,meth
493,0.0,2008-06-01,CH-AG,2021-03-30.xlsx,meth
494,0.0,2008-07-01,CH-AG,2021-03-30.xlsx,meth
495,0.0,2008-08-01,CH-AG,2021-03-30.xlsx,meth
496,0.0,2008-09-01,CH-AG,2021-03-30.xlsx,meth
497,0.0,2008-10-01,CH-AG,2021-03-30.xlsx,meth
498,0.0,2008-11-01,CH-AG,2021-03-30.xlsx,meth
499,0.0,2008-12-01,CH-AG,2021-03-30.xlsx,meth
500,0.0,2009-01-01,CH-AG,2021-03-30.xlsx,meth
501,0.0,2009-02-01,CH-AG,2021-03-30.xlsx,meth
502,0.0,2009-03-01,CH-AG,2021-03-30.xlsx,meth
503,0.0,2009-04-01,CH-AG,2021-03-30.xlsx,meth
504,0.0,2009-05-01,CH-AG,2021-03-30.xlsx,meth
505,0.0,2009-06-01,CH-AG,2021-03-30.xlsx,meth
506,0.0,2009-07-01,CH-AG,2021-03-30.xlsx,meth
507,0.0,2009-08-01,CH-AG,2021-03-30.xlsx,meth
508,0.0,2009-09-01,CH-AG,2021-03-30.xlsx,meth
509,0.0,2009-10-01,CH-AG,2021-03-30.xlsx,meth
510,0.0,2009-11-01,CH-AG,2021-03-30.xlsx,meth
511,0.0,2009-12-01,CH-AG,2021-03-30.xlsx,meth
512,0.0,2010-01-01,CH-AG,2021-03-30.xlsx,meth
513,0.0,2010-02-01,CH-AG,2021-03-30.xlsx,meth
514,0.0,2010-03-01,CH-AG,2021-03-30.xlsx,meth
515,0.0,2010-04-01,CH-AG,2021-03-30.xlsx,meth
516,0.0,2010-05-01,CH-AG,2021-03-30.xlsx,meth
517,0.0,2010-06-01,CH-AG,2021-03-30.xlsx,meth
518,0.0,2010-07-01,CH-AG,2021-03-30.xlsx,meth
519,0.0,2010-08-01,CH-AG,2021-03-30.xlsx,meth
520,0.0,2010-09-01,CH-AG,2021-03-30.xlsx,meth
521,0.0,2010-10-01,CH-AG,2021-03-30.xlsx,meth
522,0.0,2010-11-01,CH-AG,2021-03-30.xlsx,meth
523,0.0,2010-12-01,CH-AG,2021-03-30.xlsx,meth
524,0.0,2011-01-01,CH-AG,2021-03-30.xlsx,meth
525,0.0,2011-02-01,CH-AG,2021-03-30.xlsx,meth
526,0.0,2011-03-01,CH-AG,2021-03-30.xlsx,meth
527,33.0,2011-04-01,CH-AG,2021-03-30.xlsx,meth
528,0.0,2011-05-01,CH-AG,2021-03-30.xlsx,meth
529,0.0,2011-06-01,CH-AG,2021-03-30.xlsx,meth
530,100.0,2011-07-01,CH-AG,2021-03-30.xlsx,meth
531,0.0,2011-08-01,CH-AG,2021-03-30.xlsx,meth
532,0.0,2011-09-01,CH-AG,2021-03-30.xlsx,meth
533,0.0,2011-10-01,CH-AG,2021-03-30.xlsx,meth
534,0.0,2011-11-01,CH-AG,2021-03-30.xlsx,meth
535,42.0,2011-12-01,CH-AG,2021-03-30.xlsx,meth
536,0.0,2012-01-01,CH-AG,2021-03-30.xlsx,meth
537,0.0,2012-02-01,CH-AG,2021-03-30.xlsx,meth
538,77.0,2012-03-01,CH-AG,2021-03-30.xlsx,meth
539,0.0,2012-04-01,CH-AG,2021-03-30.xlsx,meth
540,0.0,2012-05-01,CH-AG,2021-03-30.xlsx,meth
541,0.0,2012-06-01,CH-AG,2021-03-30.xlsx,meth
542,40.0,2012-07-01,CH-AG,2021-03-30.xlsx,meth
543,0.0,2012-08-01,CH-AG,2021-03-30.xlsx,meth
544,36.0,2012-09-01,CH-AG,2021-03-30.xlsx,meth
545,34.0,2012-10-01,CH-AG,2021-03-30.xlsx,meth
546,0.0,2012-11-01,CH-AG,2021-03-30.xlsx,meth
547,0.0,2012-12-01,CH-AG,2021-03-30.xlsx,meth
548,34.0,2013-01-01,CH-AG,2021-03-30.xlsx,meth
549,0.0,2013-02-01,CH-AG,2021-03-30.xlsx,meth
550,0.0,2013-03-01,CH-AG,2021-03-30.xlsx,meth
551,29.0,2013-04-01,CH-AG,2021-03-30.xlsx,meth
552,0.0,2013-05-01,CH-AG,2021-03-30.xlsx,meth
553,0.0,2013-06-01,CH-AG,2021-03-30.xlsx,meth
554,36.0,2013-07-01,CH-AG,2021-03-30.xlsx,meth
555,0.0,2013-08-01,CH-AG,2021-03-30.xlsx,meth
556,87.0,2013-09-01,CH-AG,2021-03-30.xlsx,meth
557,0.0,2013-10-01,CH-AG,2021-03-30.xlsx,meth
558,0.0,2013-11-01,CH-AG,2021-03-30.xlsx,meth
559,87.0,2013-12-01,CH-AG,2021-03-30.xlsx,meth
560,0.0,2014-01-01,CH-AG,2021-03-30.xlsx,meth
561,0.0,2014-02-01,CH-AG,2021-03-30.xlsx,meth
562,53.0,2014-03-01,CH-AG,2021-03-30.xlsx,meth
563,27.0,2014-04-01,CH-AG,2021-03-30.xlsx,meth
564,82.0,2014-05-01,CH-AG,2021-03-30.xlsx,meth
565,33.0,2014-06-01,CH-AG,2021-03-30.xlsx,meth
566,0.0,2014-07-01,CH-AG,2021-03-30.xlsx,meth
567,0.0,2014-08-01,CH-AG,2021-03-30.xlsx,meth
568,32.0,2014-09-01,CH-AG,2021-03-30.xlsx,meth
569,0.0,2014-10-01,CH-AG,2021-03-30.xlsx,meth
570,0.0,2014-11-01,CH-AG,2021-03-30.xlsx,meth
571,32.0,2014-12-01,CH-AG,2021-03-30.xlsx,meth
572,57.0,2015-01-01,CH-AG,2021-03-30.xlsx,meth
573,0.0,2015-02-01,CH-AG,2021-03-30.xlsx,meth
574,0.0,2015-03-01,CH-AG,2021-03-30.xlsx,meth
575,0.0,2015-04-01,CH-AG,2021-03-30.xlsx,meth
576,0.0,2015-05-01,CH-AG,2021-03-30.xlsx,meth
577,0.0,2015-06-01,CH-AG,2021-03-30.xlsx,meth
578,37.0,2015-07-01,CH-AG,2021-03-30.xlsx,meth
579,0.0,2015-08-01,CH-AG,2021-03-30.xlsx,meth
580,68.0,2015-09-01,CH-AG,2021-03-30.xlsx,meth
581,0.0,2015-10-01,CH-AG,2021-03-30.xlsx,meth
582,0.0,2015-11-01,CH-AG,2021-03-30.xlsx,meth
583,0.0,2015-12-01,CH-AG,2021-03-30.xlsx,meth
584,26.0,2016-01-01,CH-AG,2021-03-30.xlsx,meth
585,27.0,2016-02-01,CH-AG,2021-03-30.xlsx,meth
586,0.0,2004-01-01,CH-AG,2021-03-26.xlsx,meth
587,0.0,2004-02-01,CH-AG,2021-03-26.xlsx,meth
588,0.0,2004-03-01,CH-AG,2021-03-26.xlsx,meth
589,0.0,2004-04-01,CH-AG,2021-03-26.xlsx,meth
590,0.0,2004-05-01,CH-AG,2021-03-26.xlsx,meth
591,0.0,2004-06-01,CH-AG,2021-03-26.xlsx,meth
592,0.0,2004-07-01,CH-AG,2021-03-26.xlsx,meth
593,0.0,2004-08-01,CH-AG,2021-03-26.xlsx,meth
594,0.0,2004-09-01,CH-AG,2021-03-26.xlsx,meth
595,0.0,2004-10-01,CH-AG,2021-03-26.xlsx,meth
596,0.0,2004-11-01,CH-AG,2021-03-26.xlsx,meth
597,0.0,2004-12-01,CH-AG,2021-03-26.xlsx,meth
598,0.0,2005-01-01,CH-AG,2021-03-26.xlsx,meth
599,0.0,2005-02-01,CH-AG,2021-03-26.xlsx,meth
600,0.0,2005-03-01,CH-AG,2021-03-26.xlsx,meth
601,0.0,2005-04-01,CH-AG,2021-03-26.xlsx,meth
602,0.0,2005-05-01,CH-AG,2021-03-26.xlsx,meth
603,0.0,2005-06-01,CH-AG,2021-03-26.xlsx,meth
604,0.0,2005-07-01,CH-AG,2021-03-26.xlsx,meth
605,0.0,2005-08-01,CH-AG,2021-03-26.xlsx,meth
606,0.0,2005-09-01,CH-AG,2021-03-26.xlsx,meth
607,0.0,2005-10-01,CH-AG,2021-03-26.xlsx,meth
608,0.0,2005-11-01,CH-AG,2021-03-26.xlsx,meth
609,0.0,2005-12-01,CH-AG,2021-03-26.xlsx,meth
610,0.0,2006-01-01,CH-AG,2021-03-26.xlsx,meth
611,0.0,2006-02-01,CH-AG,2021-03-26.xlsx,meth
612,0.0,2006-03-01,CH-AG,2021-03-26.xlsx,meth
613,0.0,2006-04-01,CH-AG,2021-03-26.xlsx,meth
614,0.0,2006-05-01,CH-AG,2021-03-26.xlsx,meth
615,0.0,2006-06-01,CH-AG,2021-03-26.xlsx,meth
616,0.0,2006-07-01,CH-AG,2021-03-26.xlsx,meth
617,0.0,2006-08-01,CH-AG,2021-03-26.xlsx,meth
618,0.0,2006-09-01,CH-AG,2021-03-26.xlsx,meth
619,0.0,2006-10-01,CH-AG,2021-03-26.xlsx,meth
620,0.0,2006-11-01,CH-AG,2021-03-26.xlsx,meth
621,0.0,2006-12-01,CH-AG,2021-03-26.xlsx,meth
622,0.0,2007-01-01,CH-AG,2021-03-26.xlsx,meth
623,0.0,2007-02-01,CH-AG,2021-03-26.xlsx,meth
624,0.0,2007-03-01,CH-AG,2021-03-26.xlsx,meth
625,0.0,2007-04-01,CH-AG,2021-03-26.xlsx,meth
626,0.0,2007-05-01,CH-AG,2021-03-26.xlsx,meth
627,0.0,2007-06-01,CH-AG,2021-03-26.xlsx,meth
628,0.0,2007-07-01,CH-AG,2021-03-26.xlsx,meth
629,0.0,2007-08-01,CH-AG,2021-03-26.xlsx,meth
630,0.0,2007-09-01,CH-AG,2021-03-26.xlsx,meth
631,0.0,2007-10-01,CH-AG,2021-03-26.xlsx,meth
632,0.0,2007-11-01,CH-AG,2021-03-26.xlsx,meth
633,0.0,2007-12-01,CH-AG,2021-03-26.xlsx,meth
634,0.0,2008-01-01,CH-AG,2021-03-26.xlsx,meth
635,100.0,2008-02-01,CH-AG,2021-03-26.xlsx,meth
636,0.0,2008-03-01,CH-AG,2021-03-26.xlsx,meth
637,0.0,2008-04-01,CH-AG,2021-03-26.xlsx,meth
638,0.0,2008-05-01,CH-AG,2021-03-26.xlsx,meth
639,0.0,2008-06-01,CH-AG,2021-03-26.xlsx,meth
640,0.0,2008-07-01,CH-AG,2021-03-26.xlsx,meth
641,0.0,2008-08-01,CH-AG,2021-03-26.xlsx,meth
642,0.0,2008-09-01,CH-AG,2021-03-26.xlsx,meth
643,0.0,2008-10-01,CH-AG,2021-03-26.xlsx,meth
644,0.0,2008-11-01,CH-AG,2021-03-26.xlsx,meth
645,0.0,2008-12-01,CH-AG,2021-03-26.xlsx,meth
646,0.0,2009-01-01,CH-AG,2021-03-26.xlsx,meth
647,0.0,2009-02-01,CH-AG,2021-03-26.xlsx,meth
648,0.0,2009-03-01,CH-AG,2021-03-26.xlsx,meth
